0.005,0.0,0.0.1,0.0.2,0.0.3,-0.03805321,-0.07087331,-0.055656694
6.267,-2.72927,-2.4656034,-1.3242319,6.258,-0.33100072,0.79199004,-0.6234421
6.279,-3.907981,-1.6818513,-0.20670843,6.268,-0.23193116,0.87081957,-0.7203811
6.289,-6.095667,0.02179446,-1.3688016,6.278,-0.14138377,0.7696195,-0.7768401
6.302,-7.1441917,0.418217,-0.59133387,6.288,-0.13286166,0.8314048,-0.6884232
6.307,-6.734416,0.27361938,1.7204038,6.301,-0.12540482,0.51502156,-0.6894885
6.318,-6.9645243,1.1835941,-0.3215747,6.308,-0.15629746,-0.28073022,-0.71292424
6.327,-6.0807276,1.659836,0.41143608,6.319,-0.087055326,-0.38299552,-0.5542
6.337,-4.7787867,1.9190016,1.1454813,6.329,0.09510473,-0.43093237,-0.41358525
6.347,-3.5781078,2.0290766,0.8106683,6.338,0.23785004,-0.55876404,-0.3422126
6.36,-2.5975618,1.9620734,0.8431042,6.348,0.3528985,-0.5363935,-0.31877682
