0.005,0.0,0.0.1,0.0.2,0.0.3,-0.03805321,-0.07087331,-0.055656694
10.615,4.9453144,4.9448347,-1.6505527,10.602,-0.19464694,-0.8911263,-0.7896232
10.624,4.862915,4.0657396,-7.772318,10.614,-0.48120284,-0.5363935,-0.8428864
10.633,5.882984,2.393547,-9.215555,10.623,-0.82208717,-0.1177449,-0.7299685
10.645,8.053025,0.7957466,-5.1152854,10.634,-0.9861378,-0.37340814,-0.75127375
10.654,6.5089607,-0.52084523,-2.989811,10.644,-0.7677588,-1.2352064,-1.103876
10.666,3.4566488,-0.8778754,-3.9592037,10.655,-0.3427186,-1.475956,-1.3669962
10.675,1.6506281,-0.815136,-4.514019,10.665,-0.09557744,-0.86982095,-1.3648657
10.685,0.26812553,-1.3087904,-3.6408873,10.674,-0.12753534,-0.104961745,-1.2135981
10.695,-1.2484684,-2.0500448,-2.3339367,10.686,-0.21701747,0.45856267,-0.95367384
10.706,-2.1350737,-2.6927223,-1.391518,10.694,-0.18292905,0.8154259,-0.5755053
