0.005,0.0,0.0.1,0.0.2,0.0.3,-0.03805321,-0.07087331,-0.055656694
10.21,-0.56674576,0.5566333,-2.998824,10.197,-0.10303428,0.70783424,0.16804866
10.22,-0.55014706,1.0156374,-3.2379963,10.209,-0.38426384,0.2646847,-0.3049284
10.235,-0.41356182,1.6942636,-3.2898984,10.219,-0.6377966,-0.022936456,-0.7214464
10.239,0.29320526,2.0709186,-1.8654087,10.236,-0.805043,-0.09963543,-1.0218507
10.251,0.94471645,1.9965093,0.18058872,10.238,-0.79119456,-0.1997702,-1.2498171
10.261,1.3192883,1.4759963,1.5050603,10.25,-0.57814187,-0.3627555,-1.4128025
10.269,1.2857504,0.4640481,1.7748535,10.26,-0.27880275,-0.47460818,-1.5001541
10.28,0.8011532,-0.7308836,1.7079163,10.27,-0.02633531,-0.5086967,-1.4841751
10.291,0.08659172,-1.8458673,1.5492876,10.282,0.11321421,-0.5044356,-1.3414298
10.301,-0.3938856,-2.7778652,1.3639082,10.291,0.14091106,-0.4501071,-1.1145288
