0.005,0.0,0.0.1,0.0.2,0.0.3,-0.03805321,-0.07087331,-0.055656694
14.354,-0.7383785,-0.22574632,1.8084662,14.342,-0.46202812,0.2849247,0.14993918
14.365,-0.95808125,0.016448338,1.6972917,14.355,-0.5078345,0.38719,0.12543811
14.374,-1.1629505,0.046899457,1.3806769,14.364,-0.57494605,0.43938792,0.092414945
14.385,-1.3981571,-0.15135376,0.9223975,14.375,-0.64205766,0.4308658,0.05086966
14.4,-1.53685,-0.4037089,0.46631223,14.383,-0.6836029,0.37121105,0.003998067
14.403,-1.4238739,-0.52004653,0.16120839,14.399,-0.69105977,0.25509733,-0.055656694
14.415,-1.1362171,-0.5560053,0.21398935,14.403,-0.67508084,0.070806734,-0.118507236
14.426,-0.52357674,-0.50953156,0.68559515,14.416,-0.6463187,-0.1848565,-0.13235565
14.436,0.4851942,-0.5856628,1.2081312,14.425,-0.60477346,-0.4767387,-0.064178795
14.446,1.6525583,-0.9273592,1.512182,14.435,-0.5536408,-0.6770083,0.055130716
