0.005,0.0,0.0.1,0.0.2,0.0.3,-0.03805321,-0.07087331,-0.055656694
4.246,-3.5182161,-1.4187093,-1.1408083,4.235,0.06314682,0.6961163,-0.7832317
4.256,-4.532028,-0.7109171,-1.0354131,4.245,0.06314682,0.70889956,-0.8130591
4.267,-5.284114,-0.00061439537,-0.79128987,4.255,0.08338683,0.70570374,-0.8428864
4.279,-5.801305,0.65460324,-0.43225005,4.266,0.098300524,0.65031,-0.87590957
4.287,-6.2419376,1.2112279,0.13347264,4.278,0.11321421,0.53313106,-0.8908233
4.296,-6.4153094,1.5797575,0.84091556,4.286,0.14410685,0.34244892,-0.87164855
4.305,-6.2628827,1.7193049,1.1662366,4.297,0.18778266,0.054827783,-0.78429693
4.316,-5.657027,1.6259481,1.2418783,4.306,0.22400162,-0.20935756,-0.6213116
4.326,-4.591961,1.3091766,1.5597208,4.315,0.2570248,-0.4149534,-0.44021684
4.336,-3.3316164,1.0831395,1.5323132,4.327,0.3081574,-0.58113456,-0.2782968
