0.005,0.0,0.0.1,0.0.2,0.0.3,-0.03805321,-0.07087331,-0.055656694
1.516,-2.931264,-2.1767197,-2.4256735,1.506,-0.08385953,0.6023732,-0.08015774
1.528,-3.16368,-2.570187,-1.8579712,1.517,0.08871315,0.6918553,-0.009850359
1.537,-2.9693832,-2.8711853,-1.5348358,1.527,0.3816606,0.65457106,0.102002315
1.547,-2.3087454,-3.1650205,-1.5645851,1.536,0.73000175,0.55017525,0.27457497
1.558,-1.4727812,-3.2935295,-1.5132538,1.546,1.0027092,0.47347632,0.46206135
1.567,-0.5289211,-3.3776255,-1.3117527,1.557,1.143324,0.44684476,0.64315623
1.577,0.42531013,-3.164741,-1.1732315,1.568,1.1667598,0.4596279,0.7827057
1.587,1.4074316,-2.5712821,-1.1376773,1.578,1.0762125,0.41382158,0.8466215
1.599,2.0135736,-1.3509103,-1.0516248,1.589,0.84931123,0.19650784,0.79548883
1.607,1.6078272,0.37074494,-0.51265013,1.598,0.5403848,-0.1614207,0.64635193
