0.005,0.0,0.0.1,0.0.2,0.0.3,-0.03805321,-0.07087331,-0.055656694
13.645,-2.8048105,1.9519708,1.3403158,13.635,0.1803258,-0.5662209,-0.7150548
13.655,-2.3923807,1.7177947,1.3833745,13.644,0.20802265,-0.5981788,-0.6745748
13.667,-1.8293638,1.3379369,1.2819287,13.656,0.24956794,-0.6599641,-0.610659
13.677,-1.3479643,0.9854585,1.1387854,13.666,0.2879174,-0.7185536,-0.5403516
13.688,-1.0991163,0.57098496,1.2306764,13.678,0.3262669,-0.69724834,-0.47963157
13.699,-0.8992605,0.09554273,1.4660733,13.687,0.3933785,-0.57474303,-0.41252
13.709,-0.7515907,-0.28593016,1.7155926,13.697,0.48605642,-0.37660393,-0.35286522
13.719,-0.7400427,-0.55565816,2.0463586,13.707,0.58406067,-0.1560944,-0.3049284
13.728,-0.8859196,-0.62168723,2.2270632,13.718,0.6841954,0.058023572,-0.24101253
13.737,-0.88769627,-0.5667517,2.0466473,13.727,0.7640902,0.2582931,-0.15898724
