0.005,0.0,0.0.1,0.0.2,0.0.3,-0.03805321,-0.07087331,-0.055656694
0.106,-0.7690649,-0.110239565,0.9839162,0.102,-0.077467956,-0.02719751,0.1552655
0.139,-0.41071033,-0.06897318,0.7921345,0.103,-0.04977111,-0.091113314,0.16804866
0.143,-0.047322273,-0.23856312,0.74094373,0.139,0.06953841,-0.1880523,0.17124444
0.147,0.35604382,-0.47623864,0.7376736,0.138,-0.014617412,-0.13052806,0.1552655
0.152,0.38890362,0.27363053,0.26006836,0.139,0.17926054,-0.22427127,0.18722339
0.151,0.5737753,-0.36366534,0.52386075,0.15,0.22826266,-0.20509651,0.17337497
0.163,0.46423244,0.3244806,-0.10130566,0.153,0.19950055,-0.23066284,0.1957455
0.173,0.41671276,-0.06477323,-0.11458963,0.162,0.14197633,-0.23705442,0.21065919
0.18,0.29587173,-0.2459648,0.040074468,0.172,0.14943317,-0.17739967,0.20852867
0.193,0.2572136,-0.5510562,-0.09165138,0.181,0.21654476,-0.1411807,0.19254972
