0.005,0.0,0.0.1,0.0.2,0.0.3,-0.03805321,-0.07087331,-0.055656694
6.469,1.8613043,1.3565893,0.99514747,6.46,0.60323536,0.09211201,0.113720216
6.481,2.5187979,2.7449052,1.4566284,6.47,0.45516378,-0.23066284,0.0050633308
6.49,3.7832737,3.8720188,1.5994326,6.48,0.24637215,-0.6983136,-0.15472619
6.501,4.368538,4.342601,1.514676,6.491,-0.008225831,-1.0413284,-0.39441052
6.513,4.6368732,5.194952,0.25690332,6.5,-0.24471432,-1.0296105,-0.6010716
6.522,5.1608677,6.8778944,-3.2912922,6.514,-0.5270092,-0.7334673,-0.6980106
6.53,5.692358,5.756206,-6.2436914,6.52,-0.8742851,-0.3595597,-0.7001411
6.54,7.003269,2.5584917,-5.334431,6.531,-1.101186,-0.16461651,-0.6596611
6.55,7.4059477,-0.4227261,-2.5393512,6.538,-1.0532494,-0.5662209,-0.74275166
6.56,5.960825,-1.3842049,-1.6065674,6.551,-0.7389966,-1.1222885,-0.9792402
