0.005,0.0,0.0.1,0.0.2,0.0.3,-0.03805321,-0.07087331,-0.055656694
7.984,0.5855732,0.9340404,2.8701246,7.976,-0.045510057,0.19224678,-0.17922725
7.998,0.9117832,-0.07301042,3.3638108,7.983,0.09297421,-0.08898279,-0.03967774
8.003,1.8423119,-1.3643447,3.8237925,7.999,0.15369423,-0.24664178,0.15420023
8.018,2.2402668,-2.1752536,4.4614396,8.004,0.1547595,-0.26794708,0.31931606
8.027,2.4845266,-3.3945456,3.8499818,8.017,0.20908792,-0.24238072,0.49508452
8.037,3.3407488,-4.3876266,0.16781795,8.026,0.35715955,-0.27753446,0.7198552
8.047,4.585929,-3.3404803,-4.5411243,8.036,0.4253364,-0.4160187,0.8327731
8.057,5.081236,-2.0245066,-6.9610558,8.048,0.42107534,-0.4937829,0.7709878
8.067,4.986659,-1.1107175,-7.4955444,8.056,0.47114274,-0.5608946,0.8146636
8.078,4.1302395,0.5982188,-6.827648,8.068,0.4690122,-0.60563564,1.0255857
